18302440	1
19731926	1
5081713	0
4967843	0
18403873	1
18817096	1
20054284	1
18648744	1
19218987	1
5135988	0
5003593	0
18526741	1
5156454	0
21658934	1
4303200	0
19488592	1
19664108	1
20344166	1
5152834	0
4923294	0
19292718	1
16802565	0
4969866	0
4576680	0
21385067	1
21782638	1
4268230	0
19888951	1
4268232	0
4287085	0
16793893	0
21001857	1
21521681	1
20596131	1
18738586	1
4589512	0
21163367	1
4779057	0
18581695	1
4197913	0
4474846	0
4280594	0
4739411	0
4970837	0
20012483	1
4739412	0
4976405	0
20722593	1
21105851	1
4225706	0
12732091	0
18607548	1
20713569	1
4286856	0
4599827	0
4938929	0
4424928	0
5144402	0
20312186	1
4688462	0
18441020	1
21193332	1
4302167	0
5108137	0
5088563	0
4596501	0
4343582	0
4335367	0
5142839	0
4901996	0
4569179	0
5088568	0
4915319	0
4871597	0
20646737	1
18500527	1
19248474	1
5101438	0
4580583	0
4993299	0
4369380	0
20541337	1
5114344	0
5091422	0
20916564	1
5159356	0
4260421	0
4364221	0
19806784	1
19169219	1
19990161	1
19679869	1
18263406	1
4586833	0
4593158	0
4578628	0
19935624	1
4211632	0
4991453	0
18100378	0
4578620	0
17089441	0
5080856	0
21462569	1
4939961	0
4939960	0
20527919	1
19759338	1
4369058	0
19662464	1
5159602	0
18359346	1
5131184	0
4753997	0
5097860	0
4591684	0
4934754	0
19784458	1
4304853	0
19397856	1
4241669	0
5097868	0
19393574	1
19496063	1
4291427	0
21477116	1
21864260	1
21045124	1
4877532	0
20606493	1
4250835	0
20994901	1
4959463	0
4959465	0
18183559	1
18474407	1
4674447	0
18534363	1
4732504	0
4230593	0
1461065	0
4591682	0
5057219	0
4678539	0
21879886	1
21468955	1
20568804	1
4316711	0
19972489	1
4316715	0
5073085	0
5148773	0
4313107	0
5148771	0
5121254	0
18277124	1
5157902	0
4971019	0
5031199	0
5140548	0
19013681	1
4488963	0
4299151	0
4303565	0
19261821	1
20129326	1
19909973	1
19806120	1
5152664	0
19650570	1
5104033	0
18519561	1
5044011	0
19551826	1
4738100	0
4568494	0
17813370	0
21691837	1
5011715	0
4989652	0
5011717	0
20188399	1
5087431	0
4315194	0
4319197	0
4776399	0
4771940	0
4245568	0
20901365	1
13453520	0
4240045	0
4240044	0
4292665	0
18328875	1
20303083	1
18203617	1
4298751	0
4934326	0
4389138	0
4748273	0
4940551	0
4940556	0
5097281	0
18338537	1
4576112	0
19072184	1
4576110	0
5145921	0
4344707	0
19033529	1
4287029	0
5102966	0
18288792	1
5152244	0
5036374	0
20639613	1
16316486	0
21693975	1
21467932	1
4315520	0
4469630	0
4412433	0
4945271	0
4351640	0
5080145	0
4977131	0
20657303	1
4483937	0
19547042	1
4426623	0
18345005	1
19739712	1
19052119	1
4443012	0
4374791	0
19886347	1
19398947	1
20909289	1
4940027	0
19818630	1
5081818	0
17061254	0
19936132	1
5117024	0
5003844	0
19580989	1
4985350	0
21792425	1
4917369	0
4994364	0
20688656	1
4976403	0
5097130	0
18929851	1
5053950	0
20107036	1
4567003	0
5143012	0
4316736	0
4567000	0
4327307	0
21394928	1
4255401	0
4237242	0
4585284	0
18341782	1
4487515	0
21018764	1
4913611	0
5130722	0
19452890	1
4595421	0
4581725	0
4509414	0
19651220	1
19126553	1
4968906	0
5157061	0
20366490	1
18493011	1
4899636	0
18428429	1
21552530	1
4238469	0
20389491	1
4446086	0
4249923	0
4225704	0
5037144	0
4265081	0
19012241	1
5036747	0
20193463	1
4563857	0
4234330	0
5107075	0
5013652	0
4480298	0
20484715	1
4258754	0
4969057	0
4801697	0
4948131	0
20464044	1
4480293	0
4480290	0
19986057	1
5134770	0
19158666	1
4290769	0
5087221	0
4272340	0
21828575	1
5120335	0
5075488	0
4367107	0
4972192	0
18724908	1
4940023	0
20304059	1
4989953	0
4567912	0
19798861	1
4331839	0
5088029	0
18189361	1
21011683	1
4251566	0
21224720	1
19198658	1
19788010	1
4994747	0
4994745	0
5148777	0
4967442	0
4261807	0
4318107	0
4940020	0
4265331	0
18915998	1
4788920	0
4593639	0
18972684	1
4488198	0
4226886	0
18125628	0
4952500	0
4413631	0
4425855	0
4809037	0
5048184	0
20913010	1
20794386	1
4376790	0
4376796	0
5078164	0
19533822	1
4324413	0
4854161	0
4324411	0
4291513	0
4231010	0
5046482	0
20837561	1
18693232	1
4571720	0
20948770	1
20948774	1
20669892	1
19582051	1
20669891	1
5010289	0
18499390	1
19620676	1
20851493	1
4801737	0
4963132	0
19282783	1
21140062	1
6538420	0
5114139	0
20608151	1
21101601	1
5141715	0
18769216	1
4285199	0
5114132	0
4586984	0
4549027	0
19800942	1
5032888	0
4259406	0
20670540	1
20492525	1
20366724	1
4259400	0
21499153	1
4301206	0
4976091	0
4976096	0
4907266	0
4907268	0
21780013	1
18310847	1
4243670	0
18355299	1
4417666	0
18928621	1
19985837	1
5154089	0
20123459	1
4272527	0
4280106	0
5101687	0
19910983	1
5081065	0
4383993	0
4433842	0
5153606	0
4676908	0
5132341	0
5147656	0
20024580	1
4712321	0
21618261	1
4978486	0
15285147	0
19056912	1
16374272	0
4990406	0
5065043	0
4591530	0
21088277	1
4297214	0
19932473	1
4317430	0
4297743	0
21719739	1
21688361	1
4934697	0
4812605	0
5069921	0
4276030	0
18493009	1
5140396	0
5069929	0
4276037	0
18001764	0
4936202	0
4299368	0
4974426	0
20704256	1
21032973	1
5042152	0
21920182	1
19332302	1
19970133	1
4364228	0
19151463	1
5141439	0
21196680	1
19789051	1
18760844	1
